  4.4006385e-002	  4.1006200e-002	  4.3828748e-002	  5.1491212e-002	  5.5988710e-002	  5.7516251e-002	  5.7920959e-002	  5.8073234e-002	  5.8122616e-002	  5.8095824e-002	  5.8007784e-002	  5.7875756e-002	  5.7692897e-002	  5.7416189e-002	  5.6757029e-002	
  3.8415290e-002	  3.6209762e-002	  4.3326907e-002	  5.0739244e-002	  5.5263206e-002	  5.6675721e-002	  5.7170212e-002	  5.7402577e-002	  5.7527430e-002	  5.7575680e-002	  5.7557687e-002	  5.7492010e-002	  5.7378355e-002	  5.7187263e-002	  5.6690451e-002	
  2.7033478e-002	  2.6923191e-002	  3.7412588e-002	  4.4269025e-002	  4.7836255e-002	  4.9069352e-002	  4.9597412e-002	  4.9883753e-002	  5.0074361e-002	  5.0188843e-002	  5.0230339e-002	  5.0218664e-002	  5.0158720e-002	  5.0028976e-002	  4.9641445e-002	
  1.5564666e-002	  1.9645838e-002	  3.0773865e-002	  3.6911029e-002	  3.9198209e-002	  4.0182900e-002	  4.0697161e-002	  4.1003313e-002	  4.1231465e-002	  4.1390751e-002	  4.1474070e-002	  4.1498479e-002	  4.1469511e-002	  4.1364368e-002	  4.0972333e-002	
 -1.3086080e-002	 -3.5214361e-003	  5.4193772e-003	  9.3893865e-003	  1.0996858e-002	  1.1802250e-002	  1.2273484e-002	  1.2576411e-002	  1.2815407e-002	  1.2991234e-002	  1.3089304e-002	  1.3124712e-002	  1.3101189e-002	  1.2990015e-002	  1.2538478e-002	
 -3.1287141e-002	 -1.8514642e-002	 -1.3580607e-002	 -1.1515601e-002	 -1.0478973e-002	 -9.8664341e-003	 -9.4622467e-003	 -9.1829943e-003	 -8.9572659e-003	 -8.7902872e-003	 -8.7020975e-003	 -8.6838538e-003	 -8.7419869e-003	 -8.9358957e-003	 -9.7210472e-003	
 -2.4870899e-002	 -1.6665550e-002	 -1.4404521e-002	 -1.3269278e-002	 -1.2619557e-002	 -1.2188033e-002	 -1.1897229e-002	 -1.1697435e-002	 -1.1545670e-002	 -1.1450648e-002	 -1.1432213e-002	 -1.1489831e-002	 -1.1647505e-002	 -1.2017696e-002	 -1.3355973e-002	
 -2.0096347e-002	 -1.7776713e-002	 -1.6624412e-002	 -1.5929192e-002	 -1.5485933e-002	 -1.5198551e-002	 -1.5018661e-002	 -1.4910860e-002	 -1.4851706e-002	 -1.4857231e-002	 -1.4941754e-002	 -1.5108837e-002	 -1.5399154e-002	 -1.5988223e-002	 -1.7932121e-002	
 -4.0786769e-002	 -4.0332012e-002	 -4.0051773e-002	 -3.9882883e-002	 -3.9794840e-002	 -3.9764442e-002	 -3.9779246e-002	 -3.9828114e-002	 -3.9918318e-002	 -4.0072903e-002	 -4.0298898e-002	 -4.0606022e-002	 -4.1057535e-002	 -4.1910477e-002	 -4.4576015e-002	
 -6.4335585e-002	 -6.4926624e-002	 -6.5370984e-002	 -6.5759122e-002	 -6.6113852e-002	 -6.6445701e-002	 -6.6762984e-002	 -6.7072615e-002	 -6.7418620e-002	 -6.7835338e-002	 -6.8316713e-002	 -6.8876244e-002	 -6.9625027e-002	 -7.0927799e-002	 -7.4733026e-002	
 -5.9288148e-002	 -6.0429119e-002	 -6.1287694e-002	 -6.2019087e-002	 -6.2668294e-002	 -6.3258976e-002	 -6.3808292e-002	 -6.4331397e-002	 -6.4894557e-002	 -6.5543279e-002	 -6.6270113e-002	 -6.7091949e-002	 -6.8179518e-002	 -7.0041269e-002	 -7.5294696e-002	
 -5.5641063e-002	 -5.7167556e-002	 -5.8295198e-002	 -5.9245925e-002	 -6.0090728e-002	 -6.0859047e-002	 -6.1573107e-002	 -6.2252488e-002	 -6.2971674e-002	 -6.3782409e-002	 -6.4680234e-002	 -6.5688334e-002	 -6.7019902e-002	 -6.9247678e-002	 -7.5230643e-002	
 -4.2330775e-002	 -4.4068955e-002	 -4.5378514e-002	 -4.6481039e-002	 -4.7456823e-002	 -4.8341863e-002	 -4.9162231e-002	 -4.9941570e-002	 -5.0752126e-002	 -5.1644672e-002	 -5.2625425e-002	 -5.3728513e-002	 -5.5172388e-002	 -5.7563283e-002	 -6.3878790e-002	
 -4.8880614e-002	 -5.0710328e-002	 -5.2086566e-002	 -5.3240150e-002	 -5.4270104e-002	 -5.5206470e-002	 -5.6073472e-002	 -5.6893609e-002	 -5.7731561e-002	 -5.8635097e-002	 -5.9620731e-002	 -6.0722664e-002	 -6.2138528e-002	 -6.4403556e-002	 -7.0126399e-002	
 -2.0437745e-002	 -2.2230353e-002	 -2.3621513e-002	 -2.4785038e-002	 -2.5818177e-002	 -2.6748335e-002	 -2.7603723e-002	 -2.8407224e-002	 -2.9212460e-002	 -3.0064415e-002	 -3.0993249e-002	 -3.2021638e-002	 -3.3302899e-002	 -3.5315380e-002	 -4.0270120e-002	
 -2.9250025e-003	 -4.6594250e-003	 -6.0584545e-003	 -7.2305147e-003	 -8.2678832e-003	 -9.1742519e-003	 -1.0008921e-002	 -1.0786916e-002	 -1.1554543e-002	 -1.2361299e-002	 -1.3224873e-002	 -1.4169145e-002	 -1.5313759e-002	 -1.7044526e-002	 -2.1143658e-002	
  1.7273059e-002	  1.5579442e-002	  1.4174167e-002	  1.2960928e-002	  1.1896325e-002	  1.0944107e-002	  1.0087518e-002	  9.3014464e-003	  8.5312221e-003	  7.7485992e-003	  6.9210608e-003	  6.0488549e-003	  5.0220694e-003	  3.5336141e-003	  1.8593765e-004	
